01/01/2013 20:03,bac anyone have a link to overnight dow futures what are they looking like now,Unknown
01/01/2013 20:20,when it comes to stock and all things considered  bac is still cheaptoo cheap,Unknown
01/01/2013 20:29,cmg aapl bac f will continue to be really hot,Unknown
01/01/2013 20:30,quotsogenerous cmg aapl bac f will continue to be really hotquotwhat makes you do sure,Unknown
01/01/2013 20:50,f  stocks for wednesday aria spy bac m,Unknown
01/01/2013 20:51,trying to decide whether or not i should buy some bac san aapl in the pre market,Unknown
01/01/2013 21:28,scooter74839 bac i don39t have premarket buying power but if i would be you i would have done it,Unknown
01/01/2013 21:43,it really worries me how everyone expects the market to rally nowusually exact opposite happens every time we shall see soon bac spx jpm,Unknown
01/01/2013 22:23,quotsspencersmb imagine how strong us economy would be if banks actually loaned money then biz could invest bac wfc cquot,Unknown
01/01/2013 22:34,posted 2 weeks ago why 2013 will be positive for the market httpstkscokhiw spy aapl qqq xlf tbt bac fxe,Unknown
01/02/2013 00:55,schornack why i like aig and bac heading into 2013 httpstkscolhjy,Bullish
01/02/2013 01:00,quotthe pig is moving through the python at bacquot  tenstocksdotcom httpstkscochav,Unknown
01/02/2013 02:21,aapl spy bac mtg look ready to squeeze big time shorts here ,Bullish
01/02/2013 03:00,your daily analysis for today  httpstkscoohju spy aapl goog amzn bac,Unknown
01/02/2013 03:09,bencbanks you think it will get faded aapl bac,Unknown
01/02/2013 03:35,slv f bac aapl look very bullish today and primed to run higher spy ,Unknown
01/02/2013 03:59,bac about to see 12,Unknown
01/02/2013 04:04,bac what will be hod,Unknown
01/02/2013 04:09,bac i cant imagine the look of horror on the faces of those who sold bac for a loss last week do yourselves a favor and stop trading,Unknown
01/02/2013 04:19,bac market euphoria,Unknown
01/02/2013 04:23,craigmac91 bac im holding for the next 5 yrs i have no plans of sellingthis will eventually be 2025ps,Unknown
01/02/2013 04:25,bac hit 12 in pm,Bullish
01/02/2013 04:25,craigmac91 bac this is the yr theyll increase div yieldmore investors will see golden opp herebuy aig as well,Unknown
01/02/2013 04:26,sejd213 craigmac91   same boat since 6 bac,Unknown
01/02/2013 04:27,craigmac91 i own bacaig from 2010 i buy on dips and continue to profit,Unknown
01/02/2013 04:27,bac 1200 pm,Bullish
01/02/2013 04:28,bac 1202,Unknown
01/02/2013 04:32,bac let the good times roll,Bullish
01/02/2013 04:34,bac only painful for those who sold out,Unknown
01/02/2013 04:35,bac however its not too late to get in because we will probably see a short squeeze today,Unknown
01/02/2013 04:37,bac special shout out to nstarpower out all day monday  been slamming the table saying 12 wtf,Unknown
01/02/2013 04:51,bac added at 1200 during pm today to cover off my covered calls that will be called away good problem to have,Unknown
01/02/2013 05:02,bac i am long bac at 1169 what is the next resistance level to watch,Unknown
01/02/2013 05:02,hugo48 happy new year  bac looking strong  aapl back relieve rally euphoria  what is your game plan for the week,Unknown
01/02/2013 05:14,bac short squeeze so sweet jump start for 2013 stay long bac,Unknown
01/02/2013 05:15,bac new highs premarket looking to take out this next resistance area 1270  httpstkscoehfy,Unknown
01/02/2013 05:24,slv f mtg aapl bac big movers today ,Unknown
01/02/2013 05:40,i was off by 1 trading day bac at 12 hedge funds will be buying with many programs in 2013 xlf jpm c very good deal for stocks  spy,Unknown
01/02/2013 05:45,hlding qcor aapl bac into the open  should be a great move for all  gl and let39s make some  so we can pay our taxes,Unknown
01/02/2013 05:48,2013 should be a great year for aapl bac will keep adding on weakness peeling some off on strength  like today,Bullish
01/02/2013 05:52,bac can39t believe anyone would be short this,Unknown
01/02/2013 05:52,using 1231 closing value for bac bac warrants owned by brkb are worth 5bn so warren doubled his investment in 2 years not bad at all,Unknown
01/02/2013 05:54,bac  getting pumped up now  banks overall seem to be in favor,Unknown
01/02/2013 05:57,rt reddogt3live i will be on bloomberg tv 900 spy qqq aapl bac don39t forget to mention yhoo,Bullish
01/02/2013 05:58,bac seems big money is holding the stock at 119912 the question is whether there will be a 945 sell off or is this a rocket today,Unknown
01/02/2013 06:04,smoog sounds like you39re following buffett39s advice to be greedy when others are fearful well done i have quite a few bac shares too ,Unknown
01/02/2013 06:19,bac 1203 and headed to test 1280still holding long,Unknown
01/02/2013 06:26,bac long,Unknown
01/02/2013 06:27,bac no sell off today bac strong as a bull,Unknown
01/02/2013 06:27,bac any guestimations as to how far bac will run today,Unknown
01/02/2013 06:28,bac  don39t know when will it be the best entry after market  any idea or should wait for a pullback,Bullish
01/02/2013 06:29,bac hard to say i39m just out of a trade maybe will fade  open amp will buy back around 1195,Unknown
01/02/2013 06:30,this week nflx 100 amzn 260 aapl 600 bac 1225 ibm 200 de 90 spy,Bullish
01/02/2013 06:32,bac will buy on pullback around 1195 1200,Unknown
01/02/2013 06:33,bac on every new high in premarket it give up a good pullback and come stronger after ,Unknown
01/02/2013 06:34,bac w the 12 handle 1st time since may 3911 httpstkscomhjf i hear they39re introducing a tablet ,Bullish
01/02/2013 06:34,bac took some off the table on this spike up open  letting the rest ride,Unknown
01/02/2013 06:35,bac love all the talking heads on cnbc today  beating the drums  let39s see how long it takes the inflated open to drop,Unknown
01/02/2013 06:36,here goes aapl again amzn kicking ass sina bac why doesnt every1 day trade its very easy study to make ,Unknown
01/02/2013 06:37,bought bac long premarket glad it opened over 12 bc i think it will stay there,Unknown
01/02/2013 06:38,bac target to be back  1202,Unknown
01/02/2013 06:41,bac  i remember buying this back in dec 2011 amp early 2012 ppl laughed at me was the best dow performer of the year  ,Unknown
01/02/2013 06:42,cliff deal good for housing  good for banks bac wfc xlf,Unknown
01/02/2013 06:43,bac sold weekly 1239s at 21 from 05,Bullish
01/02/2013 06:45,weekly bac 125 calls at 02 could be in play on pullback,Unknown
01/02/2013 06:46,bac in  1203,Unknown
01/02/2013 06:46,bac and there will be sell programs too,Unknown
01/02/2013 06:51,new post quotfinancial sector leadershipquot w levels httpstkscodhhv via seeitmarket xlf spy bac c jpm,Unknown
01/02/2013 06:53,good to see the 10 oclock buy programs are still going 2013 yr of buy program in banks xlf study qqq amzn de bac ibm,Unknown
01/02/2013 06:56,moved stop on bac to 1050 moved stop on becn to 2700,Bullish
01/02/2013 06:58,fas bac wfc kinda getting topy here at least for now,Unknown
01/02/2013 06:58,mtg kerx bac srpt these stocks are very bullish today strong buy ,Unknown
01/02/2013 07:00,i think we39re going to finally see some dividend increases from the likes of c bac ms and others,Unknown
01/02/2013 07:00,f bac holding up well in 52wk hi territory,Unknown
01/02/2013 07:02,rptp qcor f bac great stocks to own in 2013 ,Bearish
01/02/2013 07:05,bac mr buffet laugh all the way to the bank,Unknown
01/02/2013 07:05,bac out  1203 for break heaven stay out till 1030 11pm at least will se which direction it goes  in premarket 4 me ,Unknown
01/02/2013 07:07,bac for investor not trade it could be a good entry point  1198,Unknown
01/02/2013 07:10,bac most of fiscal cliff issues were punted looks like a suckers rally to me,Unknown
01/02/2013 07:11,i don39t believe in the necessity of gapfilling  to me it seems a bit ocd  aapl bac f ma,Unknown
01/02/2013 07:12,bac   q,Unknown
01/02/2013 07:13,mrblazer22 bac for a quick trade to latebut for investing 1198 is a good entry point imho,Bullish
01/02/2013 07:16,warren buffet just pocketed more than double his 5b take on bac just last year patience is key  spy eurusd,Unknown
01/02/2013 07:16,spy seeing a lot of lows on my screen now amzn aks cnx bac,Unknown
01/02/2013 07:17,quotleopardtrader warren buffet just pocketed more than double his 5b take on bac just last year patience is key  and a good stock pick,Unknown
01/02/2013 07:22,bac bottom is here around 1192,Bullish
01/02/2013 07:31,bac this party has just started watch 10 year bond yields as they go higher financials make more profit xlf,Unknown
01/02/2013 07:36,bac trimmed position in this one today at 1197 still have 25 of shares bot under 10,Unknown
01/02/2013 07:41,bac looking to enter mid 80s,Unknown
01/02/2013 07:43,bac how about some props for my prediction anyway this party hasn39t even started yet,Unknown
01/02/2013 07:44,bac in 1194 for a trade,Unknown
01/02/2013 07:45,bac are the 1030 programs trying to beat it down what39s going on here,Unknown
01/02/2013 07:45,bac and no i have no idea how much of the gap will fill but medium term the stock is going much higher,Unknown
01/02/2013 07:47,i repeat if global economy is going to get better this year go with c instead of bac,Unknown
01/02/2013 07:52,bac with good news built in and a growing pe i wouldn39t be surprised to see this at 1150 before 1250,Unknown
01/02/2013 07:53,active calls  cboe bac jan 125 aapl 010413 550 amp 555 dis jan 50 car feb 20,Unknown
01/02/2013 07:53,fhd bac at 1130 they were saying they would see 1050 before 12 seen a lot of silly predictions on this stream,Unknown
01/02/2013 07:57,bac close 1195,Bullish
01/02/2013 07:58,bac wonder if this will hit 15 in march,Unknown
01/02/2013 07:59,bac sold bac now ti me to wait to re enter,Unknown
01/02/2013 08:03,here are the computers iwm bac spy,Unknown
01/02/2013 08:06,bac is a valuation play with a long term view bullish on america as happened in the recent past economy cant fully prosper wo financials,Unknown
01/02/2013 08:15,bac consistently trading above 200sma may 12 call option up 870 from last close  httpstkscomhjx,Unknown
01/02/2013 08:29,2013 promises to be another strong year of bofa bac as investors focus on normalized eps   httpstkscochdb,Bullish
01/02/2013 08:32,thinking to take take profit on bac or sell half my position sold my aapl position minus 100 shares for who ever it was that asked,Unknown
01/02/2013 08:38,bac confidence in its ability to manage thru mortgage repwarranty amp to start deploying capital with the 2013 ccar process,Unknown
01/02/2013 08:50,bac everyone knows the stock will trade at 20 in 2014 the question is how quickly that is reflected in the stock price,Unknown
01/02/2013 08:51,bac can we get to 1250 or 13 this week  possibly,Bullish
01/02/2013 08:53,kerx mtg scmp bac running higher and very bullish strong buy ,Unknown
01/02/2013 08:55,bac back at 12 hedge funds still buying in 2013 xlf,Unknown
01/02/2013 09:07,bac pol ddd breaking out today on vol congratz to all the longs risk on 2013,Unknown
01/02/2013 09:16,bac say what you will about meredith whitney but she knew when to make her call,Unknown
01/02/2013 09:17,nice new buy program in bac xlf,Unknown
01/02/2013 09:17,quotportfoolio bac say what you will about meredith whitney but she knew when to make her callquot,Unknown
01/02/2013 09:22,unbelievable leverage at play now quotrantfinance financials are performing very well today both bac and c are up over 3quot,Unknown
01/02/2013 09:25,really wishing i was still long this bac over the holidaythis was the move to 12 i was hoping for monday afternoon,Bullish
01/02/2013 09:25,ridiculous bullish call on bac at the bottom by blackbetty  better than whitney39s   httpstkscodhix,Unknown
01/02/2013 09:32,nice quotstocktwits ridiculous bullish call on bac at the bottom by blackbetty  better than whitney39s   httpstkscojibdquot,Unknown
01/02/2013 09:43,2013 came with a big quotbangquot c bac x fslr lvs aapl amzn nue fas spy httpstkscochde,Unknown
01/02/2013 09:43,sold my lng for a nice 3sold my f for45bought some arna and fb and still holding my bac,Unknown
01/02/2013 09:49,wl ssys qihu elli bac f will buy on pb39s this rally is for selling,Unknown
01/02/2013 09:54,half way back to sept cat aapl cvx teso bac t ge,Unknown
01/02/2013 10:03,buying a few bac jan 2015 20 calls here  058 stop loss at 040,Unknown
01/02/2013 10:04,mtg up 10 bac c ,Unknown
01/02/2013 10:06,new post bac is at 19 month highs but showing signs of stress httpstkscokhlo,Bullish
01/02/2013 10:07,hot bullish stocks today mtg rptp aapl bac strong buys for 2013 ,Unknown
01/02/2013 10:08,quickfixstockcharts bac you are the guy who said at 1130 that it was showing signs of stress blah blah blah,Unknown
01/02/2013 10:09,ok a more sober view quotquickfixstockcharts bac is at 19 month highs but showing signs of stress httpstkscodhizquot,Unknown
01/02/2013 10:11,funds should pop the market at lest 1 more time today maybe close at highs bac xlf c  deal very good 4 stocks for 2013 cheap   hi spy,Unknown
01/02/2013 10:11,bac 12 is gnarley dude go banco,Bullish
01/02/2013 10:19,bac very bullish trade with not against  the trend is your friend my friend,Unknown
01/02/2013 10:21,stocktwits quickfixstockcharts as long as bac continues trading below tangible book value about 14 it is a screaming buy,Unknown
01/02/2013 10:21,wallstreettwit bac 12 should the the lower until index move next move on eod and should be 12061209   assuming flat line till 3pm,Unknown
01/02/2013 10:24,once bac hits 14 you have to look at earnings growth moving forward,Unknown
01/02/2013 10:24,wallstreettwit now i39m 100 cash till 3pm when the eod move should begin mostly i39m trade but investor imho can enter bac around 1198,Bullish
01/02/2013 10:27,smoog mrblazer22 don39t expect today lower than 1197 for bac imho it hold very well today,Unknown
01/02/2013 10:33,portfoolio expect tbv to be around 15 this yr due to expedite recovery in housing market and the steeper than last yr39s yield curve bac,Unknown
01/02/2013 10:33,bac not liking this 12 ceiling since early morning pop,Bullish
01/02/2013 10:35,quotallenwindsor52 bac not liking this 12 ceiling since early morning popquot sell me your shares then,Unknown
01/02/2013 10:36,mtg spy bac solid strength display today ,Bullish
01/02/2013 10:38,bluelion bac yes i agree tbv should continue to rise and the stock will trade at a premium to tbv soon enough,Bullish
01/02/2013 10:43,bac what happened  no short squeeze today i would have thought there39d be a squeeze like scrooge on a dime maybe everyone is long eh,Unknown
01/02/2013 10:44,legalcrimes bac like i39ve said the true squeeze will come on good news major settlement or good earnings or whatever,Unknown
01/02/2013 11:01,bac in a 1197 for a trade,Unknown
01/02/2013 11:03,bac sell the news  we dodged a bullet but spending will also decrease and 2 payroll tax is over  not good news just a decision,Unknown
01/02/2013 11:04,bac another flag breakout  httpstkscoohmo,Unknown
01/02/2013 11:09,mugzy who said anything about shorting bac my work says it is stressed out on the upside take profits wait for a pullback,Unknown
01/02/2013 11:10,quickfixstockcharts mugzy bac taking profits is always wise waiting for pullbacks is not no one is smart enough to time like that,Unknown
01/02/2013 11:12,bac is a leader if i go long iwill not wait for a major pullback leader goes higher till they become looser ,Bullish
01/02/2013 11:13,bac on a spike u can short but have a tight stop,Unknown
01/02/2013 11:13,bac just to be clear at 1050 people were waiting for a pullback to 1000 it went to 12 timing is hard,Unknown
01/02/2013 11:14,bac though when it went to 980 some people said wait for a pullback to 880 and they were right so timing is hard ,Unknown
01/02/2013 11:15,bac same with aapl anybody want to go long  545 it39s a bargain within 6 months will be gt  600,Unknown
01/02/2013 11:16,portfoolio quickfixstockcharts both of you are right  i think we39ll have a better idea of bac price at close or later this week,Unknown
01/02/2013 11:32,quite honestly i am not seeing bullish charts anymore extended charts is more of the trend use caution spy bac ms c,Unknown
01/02/2013 11:37,bac staying under th 9ma on 5 min chart but boaring day overall for day trades have 12 of small ss in iwm covered higher selling increas,Unknown
01/02/2013 11:37,bac added some on the low now i39m 119625,Unknown
01/02/2013 11:46,bac fresh lows,Unknown
01/02/2013 11:49,bac like to buy more  but i have enough  will finish  gt 1200 at 4pm or 8pm ,Unknown
01/02/2013 12:02,bac anyone foresee this going to 20,Unknown
01/02/2013 12:14,blk is a buy buy buylike jimcramer likes to saymuch better buy than bac or c  buy it herebuy the april 220 calls for nothin now,Unknown
01/02/2013 12:15,legalcrimes i39m back from outside l2 for bac is strong now 1513pm and higher  15301600 pm  it39s cold in quebec brrr  21 c,Unknown
01/02/2013 12:31,bac jobless claim 830 am et tomorrow,Unknown
01/02/2013 12:31,tna bac  my 2 biggest holdings  tna since mid nov bac since mid july  both up well over 25  great start in 2013,Unknown
01/02/2013 12:38,bac i39d like to hear your comments but i appears there has been institutional manipulation on the price today but more than is usual,Unknown
01/02/2013 12:40,bac yep out  1199 00 cash  it can goes up to 120203 for 4pm,Unknown
01/02/2013 12:41,bac don39t see to much quotmanipquot today it reflect the askbuy and follow major index,Unknown
01/02/2013 12:43,bac could see 13 by feb xlf  as of now no sell side xhb tol,Bullish
01/02/2013 12:43,bac btw i don39t think mkt should be so high today with the half resolution for fiscall cliff to much emotion for to little,Unknown
01/02/2013 12:46,banks kicking ass again c bac gs ms,Bullish
01/02/2013 12:51,bac if u wanna go out it39s time 1200 was the higher b4 4pm imho,Unknown
01/02/2013 12:58,i love my 22 gain in bac since beginning of november  i hope this continues  ,Bullish
01/02/2013 12:59,bac wow what volume today,Unknown
01/02/2013 13:01,bac held 12 nice what a day,Unknown
01/02/2013 13:02,bac great day ppli think we39ll see higher prices after some slight heathy pull backlong baby,Unknown
01/02/2013 13:02,bac roflwe had so many bad taped daystoday was a payback daylolwhat a close,Unknown
01/02/2013 13:11,bac ok i have got to find some decent intraday charts any suggestions,Unknown
01/02/2013 13:11,bought bac  this rally looks 14 touching in week or two,Unknown
01/02/2013 13:12,bac back to our office again next major resistance area at 1419 after that 1960 see chart httpstkscoiif3,Unknown
01/02/2013 13:25,bac evrbody go to the bathroom at once,Unknown
01/02/2013 13:32,52 week highs  httpstkscoiifc bac,Bullish
01/02/2013 13:37,2013 predictionsanalysis is up  httpstkscofijo spy spx bac c etc,Unknown
01/02/2013 13:50,anyone trade bac every day,Unknown
01/02/2013 13:57,bac fantastic move flashing yellow lights today xlf  httpstkscoahrc,Unknown
01/02/2013 14:08,bac an abandoned baby top  portfoolio what do you think about andrewunknown39s chart analysis,Unknown
01/02/2013 14:13,overnite some bac short sideover bought,Unknown
01/02/2013 14:21,bac i see 13 plus in the near term here ppl financials still very much in favorholding long,Unknown
01/02/2013 14:42,if bac goes back to 1160 tomorrow then it will have formed the classic quotbatmanquot pattern trade accordingly,Unknown
01/02/2013 15:46,fiftyfifty bac i think the run is far from over based on fundamentals i understand chartists don39t like gaps it may fill gap may not,Unknown
01/02/2013 15:57,bac fundamentals i think momentum keeps this stock going into the jobs report,Unknown
01/02/2013 16:09,bac i currently hold feb 12 calls and a warrants expire in 2019 i plan to hold the calls through earnings and the warrants for years,Unknown
01/02/2013 16:14,citigroup deep value makes a great entry point httpstkscokho3 c bac,Unknown
01/02/2013 16:40,bac this quotrunquot was triggered by the cliff news rsi says it39s close to a pull back opinions,Unknown
01/02/2013 16:44,evrday bac the run was pent up cliff fear kept it from happening 12 was in the cards once it closed at 1152 december 20,Unknown
01/02/2013 16:48,i39m usually short term trader but here are my quotinvestmentquot ideas for 2013 wreasoning  httpstkscohio8 spy ba bac c h,Bullish
01/02/2013 16:48,cnbc no numbers shown on premarket page spy f bac gtat tza agnc drys sne nvax rimm,Unknown
01/02/2013 18:23,quotconvertbond 2012 bac citigroup c goldman gs morgan stanley ms all had return on equity below 6 vs above 18 in 2006,Unknown
01/02/2013 18:51,howardlindzon agree on 1 hand but if you are short market after bac break maybe you get what you deserve hard to be too long either,Unknown
01/02/2013 19:26,bac had a great run not chasing,Unknown
01/02/2013 19:26,i hope bac backs down from this 12 level for a whileseems overdone  anyone who trades this everyday have thoughts,Unknown
01/02/2013 19:28,bac seeing many bearish twits must be run to 15 coming still holding form 495,Unknown
01/02/2013 19:38,bac httpstkscolhoh  wow ,Unknown
01/02/2013 19:40,bac as i39ve said many times this stock is heavily manipulated it is being heavily pushed up that is nowhere near done,Unknown
01/02/2013 21:00,bac raises lending after years of cuts httpstkscobhja,Unknown
01/02/2013 21:11,bac will we see a correction or keep rallying  that is the question,Unknown
01/02/2013 21:37,bac bank of america corp inverse pincher put options new signals 06 httpstksconhms  httpstkscoahsk,Unknown
01/02/2013 22:09,quotcalmustang good intra day dip to buy bac gnwquot hope people followed me in ,Bearish
01/02/2013 22:12,bac good evening doji star ,Unknown
01/02/2013 22:47,bac anyone trade bac everyday when do you enter and exit what are your profit targets curious to hear about some trading techniques,Unknown
01/02/2013 23:29,bac soooo quotrefreshingquot  lol,Unknown
01/03/2013 02:59,2013 predictions investments  httpstkscofilj spy c bac ba h etc,Unknown
01/03/2013 03:35,ibear good momentum still expect bac correction before earnings or minor consolidation ,Unknown
01/03/2013 03:56,jmp securities upgrades bank of america bac to market perform httpstksconhmx,Unknown
01/03/2013 03:59,bac we may see some continuation to the upside with upgrade this am from jmp to market perform,Unknown
01/03/2013 04:58,pcln why don39t bofa raise their own stock price target bac,Unknown
01/03/2013 05:29,bank of america chart update httpstkscogiiv bac,Bullish
01/03/2013 05:42,ycs spy bac c jpm  can someone please explain the change of ycs and how it changed to proshares trust ii instead of yen short,Unknown
01/03/2013 06:01,bac bank of america declares preferred dividends httpstkscoehmk,Unknown
01/03/2013 06:17,there is a fair amount of irrational exuberance in the market after the pathetic fiscal deal enjoying bac and aig gains while it lasts,Bearish
01/03/2013 06:20,it looking like buy programs will be buying again today bac c gs xlf not looking to fade anything will wait 2 c set ups spy qqq,Unknown
01/03/2013 06:24,quotreddogt3live t3live morning call httpstkscojifu market needs rest after rousing start to 2013 spy qqq aapl xlf bac amzn goog,Unknown
01/03/2013 06:28,if home builder go higher xhb bac stay over 12 add xlf has big room upside spy,Unknown
01/03/2013 06:29,bac preferred shares dividend httpstkscogijd,Bullish
01/03/2013 06:38,bac bank of america declares preferred dividends,Unknown
01/03/2013 06:38,tasr bac aapl making a move,Unknown
01/03/2013 06:39,bac below 1190 should fill the gapwhere ill be buying jan19 10 calls,Unknown
01/03/2013 06:39,bac bank of america declares preferred dividends httpstkscogijh,Unknown
01/03/2013 06:52,china play stil going sina cat  bidu bac off low maybe a watch the paint dry day 2 bigs ones in row spy do nothing if nothing spy,Unknown
01/03/2013 06:52,bac got upgrade today great news looking into buying more at dip,Unknown
01/03/2013 07:03,we got the 10 oclock buy programs cat spy aapl amzn bac sina funds use cheap  to buy stocks dont overthink use them 4 daytrades fast,Unknown
01/03/2013 07:04,hi i  just see the mrkt today  good opportunity on bac,Unknown
01/03/2013 07:07,hedge funds getting bac over 12 quotshockerquot  2013 yr of the banks bac watch home builders xhb tol   thank you ben keep the 1 alive ,Unknown
01/03/2013 07:13,bac take some  off the table buy on the pull back,Unknown
01/03/2013 07:16,c bac gs axp usb jpm wfc citigroup has the strongest trend bofa next  httpstkscolhrg,Unknown
01/03/2013 07:17,bot bac 1198 hedge to short position,Unknown
01/03/2013 07:17,bac in  1199 for a trade will buy more if go lower,Unknown
01/03/2013 07:17,bac the trend has been big jump up then bull flag consolidation so far keeping to trend,Unknown
01/03/2013 07:21,bac long bac march 12 calls with 13 target,Unknown
01/03/2013 07:24,bac main position for trade  1197 exit around 12,Unknown
01/03/2013 07:27,quotmikoul bac main position for trade  1197 exit around 12quot,Unknown
01/03/2013 07:34,buy progras getting stronger bac spy iwm,Unknown
01/03/2013 07:43,bac i have no plans on selling,Unknown
01/03/2013 07:54,bac 12 short straddle call and put,Unknown
01/03/2013 08:10,bac out 1199 and will see if it goes over 212 or pullback,Unknown
01/03/2013 08:35,bac how do you trade bac what type of charts do you use are you a day trader or a swing trader of bac,Bullish
01/03/2013 08:41,apopilot  i39m bac swing trader but amplify positions by selling short 3 month forward month put contracts since i think bac cud be 15,Unknown
01/03/2013 08:45,bac in  1200 since there is consolidation  this level we could close  gt 1209 if market is stable in pm imho,Unknown
01/03/2013 08:46,bac should be another decent year gap to fill at 1350ish area,Unknown
01/03/2013 08:47,strong stocks have follow thru  ddd pol would like to see some more out of bac,Unknown
01/03/2013 08:49,f this years bac ,Unknown
01/03/2013 08:50,bac anyone want to discuss the 12 ceiling again today  or just bash me for asking,Unknown
01/03/2013 09:00,allenwindsor52 bac you don39t have the best track record for insightful analysis of this stock and its price movements,Unknown
01/03/2013 09:02,bac working to develop new trading boundries httpstkscojigy,Unknown
01/03/2013 09:04,portfoolio bac   i39ve been playing it to 12 just like i mentioned on 1218  where at the time i played 115 calls when under 11,Unknown
01/03/2013 09:05,cat amzn de bac iwm so far a great year would love a sell off for cheaper prices march feels like a long time away spy,Unknown
01/03/2013 09:06,bac trying to push through highs,Bullish
01/03/2013 09:06,allenwindsor52 bac  for the record i39d much rather see this over 1215   puzzles me it39s not moving higher  now playing short side,Unknown
01/03/2013 09:09,bac adding more here  1203 if my order is taken,Bullish
01/03/2013 09:11,bac here39s my trendline pink gt  httpstkscolhsd,Unknown
